"Tree","Transition","Observed","CI_Lower","CI_Upper","Significance"
"Tree_64","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_64","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_64","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_64","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_64","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_64","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_64","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_65","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_65","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_65","wastewater_to_clinics",305,326,364,"Below 95% CI"
"Tree_65","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_65","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_65","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_65","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_65","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_65","clinics_to_wastewater",304,327,364,"Below 95% CI"
"Tree_65","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_65","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_65","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_65","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_65","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_65","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_65","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_66","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_66","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_66","wastewater_to_clinics",294,328,365,"Below 95% CI"
"Tree_66","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_66","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_66","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_66","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_66","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_66","clinics_to_wastewater",293,328,365.025,"Below 95% CI"
"Tree_66","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_66","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_66","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_66","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_66","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_66","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_66","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_67","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_67","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_67","wastewater_to_clinics",296,326.95,364,"Below 95% CI"
"Tree_67","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_67","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_67","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_67","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_67","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_67","clinics_to_wastewater",295,326,364,"Below 95% CI"
"Tree_67","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_67","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_67","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_67","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_67","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_67","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_67","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_68","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_68","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_68","wastewater_to_clinics",311,328,363.025,"Below 95% CI"
"Tree_68","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_68","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_68","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_68","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_68","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_68","clinics_to_wastewater",310,328,364,"Below 95% CI"
"Tree_68","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_68","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_68","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_68","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_68","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_68","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_68","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_69","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_69","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_69","wastewater_to_clinics",302,326.975,364,"Below 95% CI"
"Tree_69","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_69","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_69","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_69","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_69","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_69","clinics_to_wastewater",301,326,364,"Below 95% CI"
"Tree_69","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_69","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_69","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_69","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_69","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_69","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_69","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_70","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_70","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_70","wastewater_to_clinics",301,326,364.025,"Below 95% CI"
"Tree_70","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_70","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_70","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_70","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_70","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_70","clinics_to_wastewater",300,327,364,"Below 95% CI"
"Tree_70","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_70","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_70","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_70","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_70","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_70","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_70","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_71","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_71","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_71","wastewater_to_clinics",299,327,363,"Below 95% CI"
"Tree_71","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_71","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_71","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_71","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_71","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_71","clinics_to_wastewater",298,327,363,"Below 95% CI"
"Tree_71","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_71","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_71","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_71","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_71","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_71","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_71","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_72","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_72","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_72","wastewater_to_clinics",306,328,364,"Below 95% CI"
"Tree_72","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_72","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_72","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_72","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_72","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_72","clinics_to_wastewater",305,328,364,"Below 95% CI"
"Tree_72","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_72","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_72","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_72","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_72","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_72","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_72","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_73","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_73","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_73","wastewater_to_clinics",311,326,364,"Below 95% CI"
"Tree_73","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_73","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_73","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_73","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_73","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_73","clinics_to_wastewater",309,326.975,364,"Below 95% CI"
"Tree_73","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_73","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_73","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_73","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_73","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_73","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_73","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_74","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_74","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_74","wastewater_to_clinics",300,327,363.025,"Below 95% CI"
"Tree_74","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_74","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_74","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_74","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_74","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_74","clinics_to_wastewater",299,327,363,"Below 95% CI"
"Tree_74","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_74","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_74","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_74","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_74","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_74","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_74","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_75","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_75","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_75","wastewater_to_clinics",291,327.975,362.025,"Below 95% CI"
"Tree_75","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_75","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_75","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_75","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_75","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_75","clinics_to_wastewater",290,328,363,"Below 95% CI"
"Tree_75","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_75","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_75","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_75","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_75","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_75","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_75","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_76","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_76","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_76","wastewater_to_clinics",313,327,364.025,"Below 95% CI"
"Tree_76","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_76","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_76","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_76","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_76","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_76","clinics_to_wastewater",312,326.975,365,"Below 95% CI"
"Tree_76","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_76","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_76","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_76","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_76","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_76","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_76","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_77","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_77","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_77","wastewater_to_clinics",307,328,363,"Below 95% CI"
"Tree_77","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_77","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_77","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_77","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_77","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_77","clinics_to_wastewater",306,328,364,"Below 95% CI"
"Tree_77","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_77","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_77","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_77","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_77","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_77","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_77","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_78","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_78","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_78","wastewater_to_clinics",298,328,363,"Below 95% CI"
"Tree_78","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_78","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_78","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_78","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_78","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_78","clinics_to_wastewater",297,327.975,363,"Below 95% CI"
"Tree_78","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_78","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_78","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_78","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_78","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_78","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_78","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_79","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_79","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_79","wastewater_to_clinics",315,327.975,364,"Below 95% CI"
"Tree_79","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_79","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_79","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_79","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_79","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_79","clinics_to_wastewater",313,327.975,364,"Below 95% CI"
"Tree_79","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_79","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_79","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_79","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_79","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_79","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_79","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_80","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_80","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_80","wastewater_to_clinics",307,327,364.025,"Below 95% CI"
"Tree_80","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_80","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_80","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_80","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_80","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_80","clinics_to_wastewater",306,326.975,364,"Below 95% CI"
"Tree_80","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_80","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_80","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_80","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_80","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_80","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_80","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_81","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_81","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_81","wastewater_to_clinics",302,327,362.025,"Below 95% CI"
"Tree_81","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_81","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_81","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_81","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_81","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_81","clinics_to_wastewater",301,326,363,"Below 95% CI"
"Tree_81","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_81","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_81","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_81","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_81","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_81","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_81","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_82","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_82","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_82","wastewater_to_clinics",307,327,363,"Below 95% CI"
"Tree_82","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_82","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_82","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_82","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_82","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_82","clinics_to_wastewater",306,327,362.025,"Below 95% CI"
"Tree_82","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_82","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_82","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_82","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_82","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_82","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_82","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_83","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_83","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_83","wastewater_to_clinics",307,326,363,"Below 95% CI"
"Tree_83","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_83","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_83","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_83","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_83","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_83","clinics_to_wastewater",306,326.975,363,"Below 95% CI"
"Tree_83","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_83","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_83","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_83","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_83","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_83","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_83","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_84","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_84","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_84","wastewater_to_clinics",299,326,363,"Below 95% CI"
"Tree_84","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_84","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_84","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_84","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_84","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_84","clinics_to_wastewater",298,326,363,"Below 95% CI"
"Tree_84","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_84","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_84","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_84","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_84","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_84","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_84","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_85","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_85","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_85","wastewater_to_clinics",304,327,363,"Below 95% CI"
"Tree_85","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_85","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_85","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_85","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_85","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_85","clinics_to_wastewater",303,327,363,"Below 95% CI"
"Tree_85","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_85","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_85","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_85","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_85","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_85","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_85","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_86","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_86","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_86","wastewater_to_clinics",297,326,363.025,"Below 95% CI"
"Tree_86","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_86","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_86","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_86","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_86","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_86","clinics_to_wastewater",296,326,363,"Below 95% CI"
"Tree_86","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_86","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_86","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_86","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_86","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_86","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_86","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_87","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_87","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_87","wastewater_to_clinics",304,325.975,365,"Below 95% CI"
"Tree_87","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_87","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_87","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_87","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_87","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_87","clinics_to_wastewater",302,325.975,364,"Below 95% CI"
"Tree_87","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_87","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_87","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_87","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_87","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_87","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_87","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_88","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_88","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_88","wastewater_to_clinics",303,327,363,"Below 95% CI"
"Tree_88","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_88","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_88","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_88","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_88","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_88","clinics_to_wastewater",302,327,363,"Below 95% CI"
"Tree_88","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_88","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_88","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_88","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_88","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_88","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_88","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_89","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_89","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_89","wastewater_to_clinics",307,327,363,"Below 95% CI"
"Tree_89","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_89","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_89","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_89","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_89","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_89","clinics_to_wastewater",306,327.975,364,"Below 95% CI"
"Tree_89","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_89","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_89","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_89","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_89","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_89","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_89","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_90","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_90","livestock_to_clinics",0,0,0,"Within 95% CI"
